id,name,amazon_categ_id:id,sequence
ItemPackageQuantity355,ItemPackageQuantity,amazon_ept_v10.home_tools,355
Size356,Size,amazon_ept_v10.majorhomeappliances,356
Color357,Color,amazon_ept_v10.majorhomeappliances,357
ItemWeight358,ItemWeight,amazon_ept_v10.majorhomeappliances,358
Size359,Size,amazon_ept_v10.organizersandstorage,359
Color360,Color,amazon_ept_v10.organizersandstorage,360
Material361,Material,amazon_ept_v10.organizersandstorage,361
ItemWeight362,ItemWeight,amazon_ept_v10.organizersandstorage,362
ItemPackageQuantity363,ItemPackageQuantity,amazon_ept_v10.organizersandstorage,363
Size364,Size,amazon_ept_v10.securityelectronics,364
Color365,Color,amazon_ept_v10.securityelectronics,365
ItemWeight366,ItemWeight,amazon_ept_v10.securityelectronics,366
Size-Color367,Size-Color,amazon_ept_v10.securityelectronics,367
ItemPackageQuantity368,ItemPackageQuantity,amazon_ept_v10.securityelectronics,368
Sizebedand_bath,Size,amazon_ept_v10.bedandbath,369
Colorbedand_bath,Color,amazon_ept_v10.bedandbath,370
Scentbedand_bath,Scent,amazon_ept_v10.bedandbath,371
Size-Colorbedand_bath,Size-Color,amazon_ept_v10.bedandbath,372
Size-Scentbedand_bath,Size-Scent,amazon_ept_v10.bedandbath,373
DisplayLength-DisplayWidthbedand_bath,DisplayLength-DisplayWidth,amazon_ept_v10.bedandbath,374
DisplayLength-Materialbedand_bath,DisplayLength-Material,amazon_ept_v10.bedandbath,375
DisplayLength-Sizebedand_bath,DisplayLength-Size,amazon_ept_v10.bedandbath,376
DisplayLength-Colorbedand_bath,DisplayLength-Color,amazon_ept_v10.bedandbath,377
DisplayLength-DisplayHeightbedand_bath,DisplayLength-DisplayHeight,amazon_ept_v10.bedandbath,378
DisplayWidth-Materialbedand_bath,DisplayWidth-Material,amazon_ept_v10.bedandbath,379
DisplayWidth-Sizebedand_bath,DisplayWidth-Size,amazon_ept_v10.bedandbath,380
DisplayWidth-Colorbedand_bath,DisplayWidth-Color,amazon_ept_v10.bedandbath,381
DisplayWidth-DisplayHeightbedand_bath,DisplayWidth-DisplayHeight,amazon_ept_v10.bedandbath,382
ItemPackageQuantity-Materialbedand_bath,ItemPackageQuantity-Material,amazon_ept_v10.bedandbath,383
ItemPackageQuantity-Sizebedand_bath,ItemPackageQuantity-Size,amazon_ept_v10.bedandbath,384
ItemPackageQuantity-Colorbedand_bath,ItemPackageQuantity-Color,amazon_ept_v10.bedandbath,385
ItemPackageQuantity-DisplayHeightbedand_bath,ItemPackageQuantity-DisplayHeight,amazon_ept_v10.bedandbath,386
DisplayWeight-ItemPackageQuantitybedand_bath,DisplayWeight-ItemPackageQuantity,amazon_ept_v10.bedandbath,387
DisplayWeight-Materialbedand_bath,DisplayWeight-Material,amazon_ept_v10.bedandbath,388
DisplayWeight-Sizebedand_bath,DisplayWeight-Size,amazon_ept_v10.bedandbath,389
DisplayWeight-Colorbedand_bath,DisplayWeight-Color,amazon_ept_v10.bedandbath,390
DisplayWeight-DisplayHeightbedand_bath,DisplayWeight-DisplayHeight,amazon_ept_v10.bedandbath,391
Material-DisplayLengthbedand_bath,Material-DisplayLength,amazon_ept_v10.bedandbath,392
Material-DisplayWidthbedand_bath,Material-DisplayWidth,amazon_ept_v10.bedandbath,393
Material-Sizebedand_bath,Material-Size,amazon_ept_v10.bedandbath,394
Material-Colorbedand_bath,Material-Color,amazon_ept_v10.bedandbath,395
Material-DisplayHeightbedand_bath,Material-DisplayHeight,amazon_ept_v10.bedandbath,396
Size-DisplayLengthbedand_bath,Size-DisplayLength,amazon_ept_v10.bedandbath,397
Size-DisplayWidthbedand_bath,Size-DisplayWidth,amazon_ept_v10.bedandbath,398
Size-DisplayWeightbedand_bath,Size-DisplayWeight,amazon_ept_v10.bedandbath,399
Size-Materialbedand_bath,Size-Material,amazon_ept_v10.bedandbath,400
Size-Colorbedand_bath,Size-Color,amazon_ept_v10.bedandbath,401
Size-DisplayHeightbedand_bath,Size-DisplayHeight,amazon_ept_v10.bedandbath,402
Color-DisplayLengthbedand_bath,Color-DisplayLength,amazon_ept_v10.bedandbath,403
Color-DisplayWidthbedand_bath,Color-DisplayWidth,amazon_ept_v10.bedandbath,404
Color-ItemPackageQuantitybedand_bath,Color-ItemPackageQuantity,amazon_ept_v10.bedandbath,405
Color-DisplayWeightbedand_bath,Color-DisplayWeight,amazon_ept_v10.bedandbath,406
Color-Materialbedand_bath,Color-Material,amazon_ept_v10.bedandbath,407
Color-Sizebedand_bath,Color-Size,amazon_ept_v10.bedandbath,408
Color-DisplayHeightbedand_bath,Color-DisplayHeight,amazon_ept_v10.bedandbath,409
DisplayHeightbedand_bath,DisplayHeight,amazon_ept_v10.bedandbath,410
Materialbedand_bath,Material,amazon_ept_v10.bedandbath,411
DisplayWeightbedand_bath,DisplayWeight,amazon_ept_v10.bedandbath,412
DisplayLengthbedand_bath,DisplayLength,amazon_ept_v10.bedandbath,413
ItemPackageQuantitybedand_bath,ItemPackageQuantity,amazon_ept_v10.bedandbath,414
DisplayLength-PatternNamebedand_bath,DisplayLength-PatternName,amazon_ept_v10.bedandbath,415
DisplayLength-StyleNamebedand_bath,DisplayLength-StyleName,amazon_ept_v10.bedandbath,416
DisplayWidth-PatternNamebedand_bath,DisplayWidth-PatternName,amazon_ept_v10.bedandbath,417
DisplayWidth-StyleNamebedand_bath,DisplayWidth-StyleName,amazon_ept_v10.bedandbath,418
Occasion-PatternNamebedand_bath,Occasion-PatternName,amazon_ept_v10.bedandbath,419
Occasion-ItemPackageQuantitybedand_bath,Occasion-ItemPackageQuantity,amazon_ept_v10.bedandbath,420
Occasion-Materialbedand_bath,Occasion-Material,amazon_ept_v10.bedandbath,421
Occasion-StyleNamebedand_bath,Occasion-StyleName,amazon_ept_v10.bedandbath,422
Occasion-Sizebedand_bath,Occasion-Size,amazon_ept_v10.bedandbath,423
Occasion-Colorbedand_bath,Occasion-Color,amazon_ept_v10.bedandbath,424
Occasion-DisplayHeightbedand_bath,Occasion-DisplayHeight,amazon_ept_v10.bedandbath,425
PatternName-DisplayLengthbedand_bath,PatternName-DisplayLength,amazon_ept_v10.bedandbath,426
PatternName-DisplayWidthbedand_bath,PatternName-DisplayWidth,amazon_ept_v10.bedandbath,427
PatternName-Occasionbedand_bath,PatternName-Occasion,amazon_ept_v10.bedandbath,428
PatternName-Materialbedand_bath,PatternName-Material,amazon_ept_v10.bedandbath,429
PatternName-StyleNamebedand_bath,PatternName-StyleName,amazon_ept_v10.bedandbath,430
PatternName-Sizebedand_bath,PatternName-Size,amazon_ept_v10.bedandbath,431
PatternName-Colorbedand_bath,PatternName-Color,amazon_ept_v10.bedandbath,432
PatternName-DisplayHeightbedand_bath,PatternName-DisplayHeight,amazon_ept_v10.bedandbath,433
MatteStyle-Materialbedand_bath,MatteStyle-Material,amazon_ept_v10.bedandbath,434
MatteStyle-StyleNamebedand_bath,MatteStyle-StyleName,amazon_ept_v10.bedandbath,435
MatteStyle-Sizebedand_bath,MatteStyle-Size,amazon_ept_v10.bedandbath,436
MatteStyle-Colorbedand_bath,MatteStyle-Color,amazon_ept_v10.bedandbath,437
ItemPackageQuantity-Occasionbedand_bath,ItemPackageQuantity-Occasion,amazon_ept_v10.bedandbath,438
ItemPackageQuantity-StyleNamebedand_bath,ItemPackageQuantity-StyleName,amazon_ept_v10.bedandbath,439
DisplayWeight-StyleNamebedand_bath,DisplayWeight-StyleName,amazon_ept_v10.bedandbath,440
Material-PatternNamebedand_bath,Material-PatternName,amazon_ept_v10.bedandbath,441
Material-MatteStylebedand_bath,Material-MatteStyle,amazon_ept_v10.bedandbath,442
Material-StyleNamebedand_bath,Material-StyleName,amazon_ept_v10.bedandbath,443
StyleName-DisplayLengthbedand_bath,StyleName-DisplayLength,amazon_ept_v10.bedandbath,444
StyleName-DisplayWidthbedand_bath,StyleName-DisplayWidth,amazon_ept_v10.bedandbath,445
StyleName-Occasionbedand_bath,StyleName-Occasion,amazon_ept_v10.bedandbath,446
StyleName-PatternNamebedand_bath,StyleName-PatternName,amazon_ept_v10.bedandbath,447
StyleName-DisplayWeightbedand_bath,StyleName-DisplayWeight,amazon_ept_v10.bedandbath,448
StyleName-Materialbedand_bath,StyleName-Material,amazon_ept_v10.bedandbath,449
StyleName-Sizebedand_bath,StyleName-Size,amazon_ept_v10.bedandbath,450
StyleName-Colorbedand_bath,StyleName-Color,amazon_ept_v10.bedandbath,451
Size-Occasionbedand_bath,Size-Occasion,amazon_ept_v10.bedandbath,452
Size-PatternNamebedand_bath,Size-PatternName,amazon_ept_v10.bedandbath,453
Size-MatteStylebedand_bath,Size-MatteStyle,amazon_ept_v10.bedandbath,454
Size-StyleNamebedand_bath,Size-StyleName,amazon_ept_v10.bedandbath,455
Color-Occasionbedand_bath,Color-Occasion,amazon_ept_v10.bedandbath,456
Color-PatternNamebedand_bath,Color-PatternName,amazon_ept_v10.bedandbath,457
Color-MatteStylebedand_bath,Color-MatteStyle,amazon_ept_v10.bedandbath,458
Color-StyleNamebedand_bath,Color-StyleName,amazon_ept_v10.bedandbath,459
MatteStylebedand_bath,MatteStyle,amazon_ept_v10.bedandbath,460
PatternNamebedand_bath,PatternName,amazon_ept_v10.bedandbath,461
Occasionbedand_bath,Occasion,amazon_ept_v10.bedandbath,462
StyleNamebedand_bath,StyleName,amazon_ept_v10.bedandbath,463
CustomerPackageTypebedand_bath,CustomerPackageType,amazon_ept_v10.bedandbath,464
ColorName-CustomerPackageTypebedand_bath,ColorName-CustomerPackageType,amazon_ept_v10.bedandbath,465
SizeName-CustomerPackageTypebedand_bath,SizeName-CustomerPackageType,amazon_ept_v10.bedandbath,466
SizeName-ColorName-CustomerPackageTypebedand_bath,SizeName-ColorName-CustomerPackageType,amazon_ept_v10.bedandbath,467
StyleName-CustomerPackageTypebedand_bath,StyleName-CustomerPackageType,amazon_ept_v10.bedandbath,468
SizeName-StyleName-CustomerPackageType,SizeName-StyleName-CustomerPackageType,amazon_ept_v10.bedandbath,469
Sizefurtinure_and_decor,Size,amazon_ept_v10.furnitureanddecor,470
Colorfurtinure_and_decor,Color,amazon_ept_v10.furnitureanddecor,471
Length-Widthfurtinure_and_decor,Length-Width,amazon_ept_v10.furnitureanddecor,472
Length-Materialfurtinure_and_decor,Length-Material,amazon_ept_v10.furnitureanddecor,473
Length-Sizefurtinure_and_decor,Length-Size,amazon_ept_v10.furnitureanddecor,474
Length-Colorfurtinure_and_decor,Length-Color,amazon_ept_v10.furnitureanddecor,475
Length-Heightfurtinure_and_decor,Length-Height,amazon_ept_v10.furnitureanddecor,476
Width-Materialfurtinure_and_decor,Width-Material,amazon_ept_v10.furnitureanddecor,477
Width-Sizefurtinure_and_decor,Width-Size,amazon_ept_v10.furnitureanddecor,478
Width-Colorfurtinure_and_decor,Width-Color,amazon_ept_v10.furnitureanddecor,479
Width-Heightfurtinure_and_decor,Width-Height,amazon_ept_v10.furnitureanddecor,480
NumberOfItemsInPackage-Materialfurtinure_and_decor,NumberOfItemsInPackage-Material,amazon_ept_v10.furnitureanddecor,481
NumberOfItemsInPackage-Sizefurtinure_and_decor,NumberOfItemsInPackage-Size,amazon_ept_v10.furnitureanddecor,482
NumberOfItemsInPackage-Colorfurtinure_and_decor,NumberOfItemsInPackage-Color,amazon_ept_v10.furnitureanddecor,483
NumberOfItemsInPackage-Heightfurtinure_and_decor,NumberOfItemsInPackage-Height,amazon_ept_v10.furnitureanddecor,484
Weight-NumberOfItemsInPackagefurtinure_and_decor,Weight-NumberOfItemsInPackage,amazon_ept_v10.furnitureanddecor,485
Weight-Materialfurtinure_and_decor,Weight-Material,amazon_ept_v10.furnitureanddecor,486
Weight-Sizefurtinure_and_decor,Weight-Size,amazon_ept_v10.furnitureanddecor,487
Weight-Colorfurtinure_and_decor,Weight-Color,amazon_ept_v10.furnitureanddecor,488
Weight-Heightfurtinure_and_decor,Weight-Height,amazon_ept_v10.furnitureanddecor,489
Material-Lengthfurtinure_and_decor,Material-Length,amazon_ept_v10.furnitureanddecor,490
Material-Widthfurtinure_and_decor,Material-Width,amazon_ept_v10.furnitureanddecor,491
Material-Sizefurtinure_and_decor,Material-Size,amazon_ept_v10.furnitureanddecor,492
Material-Colorfurtinure_and_decor,Material-Color,amazon_ept_v10.furnitureanddecor,493
Material-Heightfurtinure_and_decor,Material-Height,amazon_ept_v10.furnitureanddecor,494
Size-Lengthfurtinure_and_decor,Size-Length,amazon_ept_v10.furnitureanddecor,495
Size-Widthfurtinure_and_decor,Size-Width,amazon_ept_v10.furnitureanddecor,496
Size-Weightfurtinure_and_decor,Size-Weight,amazon_ept_v10.furnitureanddecor,497
Size-Materialfurtinure_and_decor,Size-Material,amazon_ept_v10.furnitureanddecor,498
Size-Colorfurtinure_and_decor,Size-Color,amazon_ept_v10.furnitureanddecor,499
Size-Heightfurtinure_and_decor,Size-Height,amazon_ept_v10.furnitureanddecor,500
Color-Lengthfurtinure_and_decor,Color-Length,amazon_ept_v10.furnitureanddecor,501
Color-Widthfurtinure_and_decor,Color-Width,amazon_ept_v10.furnitureanddecor,502
Color-NumberOfItemsInPackagefurtinure_and_decor,Color-NumberOfItemsInPackage,amazon_ept_v10.furnitureanddecor,503
Color-Weightfurtinure_and_decor,Color-Weight,amazon_ept_v10.furnitureanddecor,504
Color-Materialfurtinure_and_decor,Color-Material,amazon_ept_v10.furnitureanddecor,505
Color-Sizefurtinure_and_decor,Color-Size,amazon_ept_v10.furnitureanddecor,506
Color-Heightfurtinure_and_decor,Color-Height,amazon_ept_v10.furnitureanddecor,507
Heightfurtinure_and_decor,Height,amazon_ept_v10.furnitureanddecor,508
Materialfurtinure_and_decor,Material,amazon_ept_v10.furnitureanddecor,509
Weightfurtinure_and_decor,Weight,amazon_ept_v10.furnitureanddecor,510
Lengthfurtinure_and_decor,Length,amazon_ept_v10.furnitureanddecor,511
NumberOfItemsInPackagefurtinure_and_decor,NumberOfItemsInPackage,amazon_ept_v10.furnitureanddecor,512
Length-PatternNamefurtinure_and_decor,Length-PatternName,amazon_ept_v10.furnitureanddecor,513
Length-StyleNamefurtinure_and_decor,Length-StyleName,amazon_ept_v10.furnitureanddecor,514
Width-PatternNamefurtinure_and_decor,Width-PatternName,amazon_ept_v10.furnitureanddecor,515
Width-StyleNamefurtinure_and_decor,Width-StyleName,amazon_ept_v10.furnitureanddecor,516
